sign,0_0,0_1,0_2,1_0,1_1,1_2,2_0,2_1,2_2,3_0,3_1,3_2,4_0,4_1,4_2,5_0,5_1,5_2,6_0,6_1,6_2,7_0,7_1,7_2,8_0,8_1,8_2,9_0,9_1,9_2,10_0,10_1,10_2,11_0,11_1,11_2,12_0,12_1,12_2,13_0,13_1,13_2,14_0,14_1,14_2,15_0,15_1,15_2,16_0,16_1,16_2,17_0,17_1,17_2,18_0,18_1,18_2,19_0,19_1,19_2,20_0,20_1,20_2,source
23,0,0,0,-0.23,0.1882,-0.2522,-0.3027,0.5016,-0.348,0.0666,0.8288,-0.3514,0.4355,0.9637,-0.3287,-0.254,0.9188,0.0118,-0.2014,1.4241,-0.0029,-0.1332,1.735,-0.0151,-0.0593,2.0122,-0.0179,-0.0024,0.9984,0.0535,0.0372,1.5263,0.0591,0.0976,1.8724,0.0289,0.1495,2.1424,0.0385,0.2252,0.9974,0.0368,0.2933,1.4911,0.0421,0.3441,1.8184,-0.0177,0.3826,2.0945,-0.0249,0.4405,0.9112,-0.0368,0.5404,1.2961,-0.0579,0.5949,1.5511,-0.0894,0.6296,1.7817,-0.0695,7
24,0,0,0,-0.2679,0.2177,-0.1373,-0.2251,0.6254,-0.135,0.0505,0.9579,-0.08,0.2846,1.1572,-0.0009,-0.2484,0.9207,0.078,-0.2282,1.2772,-0.1398,-0.1376,1.0981,-0.3955,-0.0633,0.8679,-0.5532,-0.0251,0.9964,0.0793,0.0947,1.5077,-0.1397,0.163,1.2431,-0.3658,0.1754,0.9164,-0.4941,0.2064,0.9803,0.0347,0.3312,1.5034,-0.1543,0.3227,1.139,-0.4422,0.2782,0.7804,-0.5675,0.4165,0.883,-0.0347,0.3909,1.1443,-0.2421,0.3461,0.8769,-0.4237,0.3305,0.6376,-0.5053,7
24,0,0,0,-0.2111,0.2033,-0.1051,-0.2015,0.6616,-0.1341,0.0459,1.0077,-0.1365,0.2431,1.2339,-0.1417,-0.2414,0.9228,0.0867,-0.2343,1.2431,-0.1094,-0.1724,0.9859,-0.2775,-0.1179,0.7502,-0.3668,-0.0215,0.9952,0.0782,0.0274,1.4266,-0.1189,0.0465,1.1609,-0.296,0.0453,0.8706,-0.3707,0.2063,0.9867,0.0319,0.298,1.4344,-0.1401,0.2406,1.1447,-0.3069,0.1842,0.859,-0.3719,0.4321,0.915,-0.0319,0.4199,1.1159,-0.1909,0.3376,0.865,-0.3174,0.2912,0.652,-0.3772,7
24,0,0,0,-0.2262,0.2277,-0.1066,-0.1574,0.6631,-0.1138,0.128,1,-0.0841,0.345,1.2005,-0.043,-0.2369,0.9206,0.0707,-0.242,1.3148,-0.1028,-0.1942,1.0803,-0.2717,-0.1502,0.836,-0.3546,-0.0154,0.9965,0.07,0.0688,1.4946,-0.1642,0.0748,1.1936,-0.3501,0.0477,0.8688,-0.4101,0.219,1.0097,0.0322,0.3574,1.5394,-0.1415,0.2983,1.1996,-0.3478,0.2237,0.8573,-0.4094,0.44,0.9511,-0.0322,0.4639,1.1994,-0.1786,0.3911,0.9399,-0.3097,0.3426,0.6957,-0.357,7
24,0,0,0,-0.1793,0.2413,-0.1182,-0.1427,0.6904,-0.1245,0.1435,0.9798,-0.0886,0.3368,1.1659,-0.0605,-0.2127,0.961,0.1031,-0.2312,1.2431,-0.1884,-0.1948,0.9854,-0.4186,-0.1481,0.7575,-0.4935,-0.0331,0.9928,0.0967,-0.0155,1.3291,-0.2032,-0.0417,1.0223,-0.4026,-0.0306,0.7635,-0.4232,0.1761,0.9404,0.0408,0.2163,1.3425,-0.184,0.1428,1.0269,-0.3727,0.1252,0.7705,-0.3916,0.3818,0.8068,-0.0408,0.3246,0.9609,-0.2136,0.2422,0.7253,-0.2948,0.2353,0.5493,-0.272,7
25,0,0,0,-0.298,0.1942,-0.2171,-0.4962,0.6474,-0.2249,-0.6548,1.0184,-0.2303,-0.8402,1.2573,-0.1806,-0.221,1.0114,0.0373,-0.2325,1.3465,-0.2487,-0.2075,0.965,-0.2753,-0.2213,0.7526,-0.1373,-0.0066,0.9962,0.0678,-0.0071,1.3399,-0.3137,-0.0381,0.869,-0.3404,-0.0678,0.7259,-0.18,0.2134,0.9456,0.0314,0.2142,1.3298,-0.3025,0.1469,0.844,-0.2462,0.1218,0.6176,-0.0482,0.4294,0.8691,-0.0314,0.5411,1.3858,-0.1459,0.5487,1.648,-0.1482,0.5527,1.9696,-0.0888,7
25,0,0,0,-0.3016,0.1976,-0.2055,-0.4833,0.6463,-0.2238,-0.6279,1.0737,-0.2241,-0.809,1.336,-0.1533,-0.2233,1.0253,0.0423,-0.2058,1.3332,-0.2405,-0.1946,0.9314,-0.2441,-0.2266,0.7415,-0.0903,-0.0067,0.9959,0.066,0.02,1.3338,-0.3199,-0.0271,0.836,-0.3202,-0.0763,0.7196,-0.1369,0.2115,0.9361,0.031,0.2277,1.312,-0.3267,0.1516,0.7832,-0.244,0.1131,0.5758,-0.0283,0.4218,0.8571,-0.031,0.5251,1.427,-0.1364,0.521,1.6912,-0.1232,0.5123,2.0217,-0.0616,7
26,0,0,0,-0.1835,0.227,-0.1896,-0.1755,0.6528,-0.373,-0.0292,0.941,-0.5117,0.118,1.1432,-0.565,-0.2104,1.0523,-0.1745,-0.2167,1.5413,-0.5564,-0.2118,1.7688,-0.8206,-0.1939,1.9345,-0.9872,-0.0403,0.9912,-0.0797,-0.1048,1.6208,-0.4914,-0.1493,1.9243,-0.7733,-0.1648,2.1561,-0.9698,0.1426,0.8631,-0.0224,0.1835,1.1255,-0.4422,0.108,0.854,-0.4699,0.0607,0.6723,-0.3942,0.3227,0.7636,0.0224,0.304,0.8907,-0.3372,0.217,0.6657,-0.3539,0.1683,0.4984,-0.2953,7
26,0,0,0,-0.1194,0.2047,-0.1072,-0.2274,0.6287,-0.1324,-0.2036,0.9831,-0.1082,-0.0973,1.2194,-0.0603,-0.1941,1.0141,0.1232,-0.1887,1.5072,0.0874,-0.1791,1.8518,0.1082,-0.1721,2.152,0.1675,-0.0433,0.9842,0.1134,-0.0544,1.4822,0.0397,-0.1202,1.7588,0.0347,-0.1694,1.9919,0.0539,0.1278,0.852,0.0499,0.056,1.1108,-0.1721,0.0292,0.7412,-0.2192,0.0494,0.4701,-0.1777,0.2854,0.6606,-0.0499,0.1714,0.8367,-0.2102,0.1224,0.5834,-0.2278,0.133,0.3787,-0.1992,7
27,0,0,0,-0.2287,0.2629,-0.1382,-0.3804,0.6609,-0.1808,-0.5269,0.9846,-0.1839,-0.6844,1.2599,-0.0785,-0.1968,1.0443,-0.0967,-0.2138,1.4955,-0.2611,-0.248,1.8188,-0.3794,-0.2758,2.1088,-0.4619,-0.0267,0.9915,-0.0868,0.0747,1.2634,-0.3241,0.0625,1.065,-0.3075,0.0199,0.9453,-0.2225,0.1344,0.8531,-0.0389,0.2159,1.0712,-0.2967,0.191,0.9016,-0.2689,0.1511,0.7995,-0.1827,0.2756,0.6733,0.0389,0.3421,0.8895,-0.1597,0.3159,0.7931,-0.149,0.2881,0.7019,-0.093,7
28,0,0,0,-0.1637,0.3432,-0.1382,-0.1621,0.6785,-0.258,-0.0513,0.8524,-0.3671,0.0574,0.9648,-0.5031,-0.1499,1.0968,-0.0433,-0.2337,1.7762,-0.2328,-0.2782,2.182,-0.3609,-0.2973,2.4628,-0.4668,-0.0032,0.9989,-0.0315,0.043,1.7468,-0.2307,0.058,2.1748,-0.4083,0.0794,2.4817,-0.5265,0.1323,0.8142,-0.0094,0.2463,1.4163,-0.2261,0.3381,1.7854,-0.3849,0.4175,2.0783,-0.5157,0.2371,0.5933,0.0094,0.2734,0.8841,-0.2348,0.242,0.7869,-0.318,0.23,0.6781,-0.3272,7
27,0,0,0,-0.2433,0.1578,-0.1725,-0.3963,0.5135,-0.2603,-0.5667,0.7918,-0.2708,-0.695,0.9779,-0.1814,-0.2269,1.0172,-0.1456,-0.3086,1.5896,-0.3673,-0.3668,1.9918,-0.5071,-0.421,2.3208,-0.5631,-0.0516,0.9861,-0.1049,0.0604,1.3228,-0.4667,0.0384,1.0342,-0.5187,-0.0191,0.8515,-0.4636,0.1402,0.8961,-0.0421,0.24,1.2121,-0.3997,0.2123,0.9585,-0.4131,0.1412,0.8002,-0.3622,0.3285,0.7713,0.0421,0.3992,1.0352,-0.2642,0.374,0.8778,-0.279,0.3184,0.7559,-0.2428,7
29,0,0,0,-0.2735,0.1511,-0.1956,-0.3586,0.5236,-0.3283,-0.1869,0.8718,-0.4272,0.067,0.9874,-0.4984,-0.2261,0.9718,0.0509,-0.1559,1.36,-0.1372,-0.1431,1.263,-0.3377,-0.1152,1.0675,-0.4556,-0.0101,0.9978,0.0586,0.1081,1.4415,-0.1173,0.0764,1.2746,-0.3286,0.0567,1.0238,-0.4319,0.199,0.9513,0.0247,0.3505,1.3834,-0.1248,0.2745,1.2411,-0.2613,0.2106,0.9985,-0.3135,0.4207,0.8585,-0.0247,0.5351,1.2161,-0.1383,0.4547,1.1879,-0.2232,0.3614,0.9949,-0.2562,7
29,0,0,0,-0.247,0.1511,-0.2189,-0.3023,0.5252,-0.3744,-0.0533,0.8507,-0.4857,0.2293,0.9579,-0.5362,-0.2323,0.9631,0.0582,-0.1633,1.3277,-0.1655,-0.1471,1.1984,-0.3562,-0.1139,0.9976,-0.4572,-0.015,0.997,0.0696,0.1103,1.4269,-0.1232,0.0835,1.2403,-0.319,0.0737,1.0082,-0.3931,0.1912,0.9516,0.0308,0.3686,1.3676,-0.1432,0.2864,1.1959,-0.2804,0.2278,0.9749,-0.3161,0.4119,0.8581,-0.0308,0.5427,1.1824,-0.1622,0.4583,1.1205,-0.2549,0.3723,0.9434,-0.2705,7
29,0,0,0,-0.2615,0.1347,-0.2346,-0.3435,0.5443,-0.3401,-0.0962,0.8679,-0.3943,0.1552,0.9764,-0.3941,-0.2275,0.9594,0.0413,-0.1948,1.3649,-0.196,-0.1747,1.2677,-0.4148,-0.1461,1.0652,-0.5005,-0.0082,0.9978,0.0586,0.0946,1.449,-0.1673,0.0519,1.295,-0.3744,0.0163,1.0403,-0.4362,0.2033,0.9479,0.0254,0.3463,1.3835,-0.1938,0.2586,1.2213,-0.3629,0.1909,0.9627,-0.3904,0.4159,0.8388,-0.0254,0.5057,1.1865,-0.192,0.4149,1.1446,-0.2873,0.3311,0.9475,-0.2984,7
29,0,0,0,-0.2459,0.1415,-0.2843,-0.3912,0.4808,-0.4307,-0.2067,0.7107,-0.5213,0.0801,0.8142,-0.5641,-0.2389,0.9683,0.044,-0.2005,1.4378,-0.0708,-0.1842,1.1937,-0.3197,-0.1622,0.9581,-0.4427,-0.0112,0.996,0.0758,0.1141,1.5502,-0.0596,0.0695,1.2538,-0.3391,0.0234,0.9904,-0.4539,0.2064,0.9566,0.0411,0.3474,1.4646,-0.0297,0.2563,1.1727,-0.2808,0.1789,0.8896,-0.3842,0.4176,0.868,-0.0411,0.5293,1.2274,-0.0786,0.4496,1.077,-0.253,0.3601,0.8872,-0.3512,7
29,0,0,0,-0.1303,0.2343,-0.2113,-0.2267,0.6324,-0.2895,-0.1625,0.852,-0.367,0.0151,0.8565,-0.5188,-0.1667,1.0571,0.1113,-0.1259,1.4762,-0.061,-0.106,1.394,-0.3159,-0.0789,1.2308,-0.4418,-0.0346,0.9856,0.1108,0.0224,1.439,-0.0194,0.0079,1.2406,-0.2461,0.0089,1.043,-0.3412,0.1155,0.8476,0.0508,0.1861,1.2962,-0.0651,0.136,1.1215,-0.2615,0.1173,0.9254,-0.3424,0.2706,0.6562,-0.0508,0.3172,0.9979,-0.1583,0.2558,0.9197,-0.3037,0.2197,0.7896,-0.3908,7
29,0,0,0,-0.2488,0.0554,-0.292,-0.3904,0.3028,-0.5459,-0.2752,0.6581,-0.6859,0.0012,0.9218,-0.7494,-0.219,0.8564,0.0097,-0.1869,1.294,-0.2061,-0.2292,1.1503,-0.5192,-0.2194,0.9548,-0.6926,-0.0012,0.9951,0.0662,0.0632,1.4779,-0.0795,-0.0451,1.267,-0.3736,-0.0651,1.0389,-0.5379,0.2199,1.0584,0.0372,0.3296,1.5543,-0.0409,0.1803,1.3305,-0.3012,0.1243,1.087,-0.4441,0.4379,1.0445,-0.0372,0.504,1.388,-0.129,0.3521,1.2363,-0.3398,0.2564,1.0184,-0.4847,7
30,0,0,0,-0.2751,0.1752,-0.1403,-0.371,0.4784,-0.3048,-0.2878,0.6638,-0.4336,-0.2029,0.7565,-0.507,-0.3342,1.0015,-0.1388,-0.3169,1.4088,-0.3837,-0.3171,1.6029,-0.5491,-0.3067,1.7399,-0.6639,-0.1168,0.9452,-0.0881,-0.1275,1.4359,-0.361,-0.1269,1.6026,-0.5831,-0.1262,1.7296,-0.7475,0.096,0.8201,-0.0333,0.1279,1.058,-0.3458,0.1095,0.8297,-0.4773,0.079,0.6534,-0.507,0.2907,0.6934,0.0333,0.2877,0.8469,-0.2292,0.2627,0.7503,-0.3454,0.2471,0.6437,-0.3866,7
30,0,0,0,-0.1254,0.3111,-0.2487,-0.2035,0.5937,-0.3355,-0.203,0.7691,-0.426,-0.15,0.912,-0.5591,-0.1947,1.0502,0.0938,-0.2365,1.5003,0.2076,-0.2657,1.8068,0.2711,-0.3036,2.0514,0.3345,-0.0476,0.9805,0.1251,-0.0659,1.4451,0.2457,-0.0914,1.7744,0.2667,-0.1388,2.0871,0.3114,0.1037,0.8232,0.0566,0.135,1.1641,-0.0126,0.1374,1.0947,-0.2886,0.1245,0.9859,-0.4707,0.2438,0.6491,-0.0566,0.2832,0.8405,-0.1939,0.2661,0.7664,-0.3834,0.2342,0.6628,-0.522,7
32,0,0,0,-0.2622,0.0986,-0.1816,-0.4171,0.3582,-0.3175,-0.4239,0.6109,-0.4463,-0.3195,0.8954,-0.514,-0.2652,0.9138,0.1136,-0.2466,1.259,-0.044,-0.3027,1.182,-0.3103,-0.334,1.0312,-0.509,-0.0594,0.9902,0.1107,-0.0154,1.4076,-0.0249,-0.0996,1.327,-0.3456,-0.1627,1.1551,-0.5771,0.1603,0.9745,0.0457,0.2055,1.4081,-0.0569,0.0849,1.3355,-0.3325,-0.0055,1.1557,-0.5332,0.3834,0.9129,-0.0457,0.4199,1.2423,-0.1588,0.2926,1.2283,-0.3417,0.1795,1.1198,-0.509,7
32,0,0,0,-0.3062,0.0516,-0.1945,-0.4983,0.3155,-0.3298,-0.5069,0.6134,-0.4406,-0.3269,0.9127,-0.4526,-0.249,0.9156,0.0995,-0.1482,1.401,0.0156,-0.2452,1.329,-0.2137,-0.31,1.1305,-0.3825,-0.0332,0.9922,0.0969,0.0919,1.5575,0.0428,-0.0125,1.4867,-0.2443,-0.0763,1.2694,-0.4635,0.184,0.978,0.0345,0.3277,1.5392,0.0347,0.1895,1.4849,-0.1948,0.0736,1.2723,-0.3792,0.4179,0.9277,-0.0345,0.5369,1.369,-0.0768,0.419,1.4015,-0.2379,0.2876,1.2793,-0.3868,7
32,0,0,0,-0.3185,0.1634,-0.3032,-0.3919,0.4787,-0.471,-0.2293,0.8178,-0.6091,-0.0487,1.0825,-0.7358,-0.2785,0.9282,-0.0732,-0.2609,1.3099,-0.214,-0.1516,1.3694,-0.4703,-0.0952,1.2754,-0.6681,-0.0029,0.9999,-0.01,0.0721,1.4638,-0.1468,0.1565,1.4873,-0.4178,0.1536,1.3229,-0.6167,0.2209,0.9954,0.0084,0.3239,1.4272,-0.1272,0.3824,1.4222,-0.3452,0.3645,1.2386,-0.5001,0.4128,0.9377,-0.0084,0.5289,1.2809,-0.1136,0.5511,1.3332,-0.2505,0.5064,1.2333,-0.3607,7
32,0,0,0,-0.2712,0.1368,-0.2149,-0.4429,0.4706,-0.3601,-0.4394,0.8127,-0.4879,-0.2249,1.0772,-0.5582,-0.2149,0.9805,0.083,-0.1016,1.4357,0.002,-0.136,1.4708,-0.1862,-0.1607,1.3407,-0.3312,-0.0228,0.9957,0.0788,0.1273,1.4987,-0.0374,0.0597,1.4774,-0.2939,0.0134,1.2737,-0.4771,0.1744,0.9373,0.0309,0.3316,1.4348,-0.0589,0.2511,1.4433,-0.2754,0.1695,1.2516,-0.416,0.3953,0.8376,-0.0309,0.5229,1.2298,-0.1605,0.4479,1.303,-0.328,0.3361,1.1877,-0.4526,7
46,0,0,0,-0.2209,0.2297,-0.3827,-0.3543,0.5164,-0.5552,-0.2445,0.7905,-0.6428,-0.0613,1.0264,-0.7316,-0.2266,0.9645,-0.0209,-0.2261,1.4048,-0.068,-0.2228,1.6911,-0.1842,-0.239,1.8489,-0.2971,0.0043,0.9962,0.0708,0.1023,1.5135,0.0627,0.1502,1.8121,-0.0563,0.1437,1.9485,-0.2199,0.2111,0.9382,0.0562,0.3434,1.4171,0.067,0.3593,1.6456,-0.1159,0.3029,1.722,-0.2938,0.4144,0.8113,-0.0562,0.5107,1.1954,-0.1454,0.4627,1.2653,-0.4047,0.363,1.2113,-0.6826,7
27,0,0,0,-0.2545,0.2092,-0.2131,-0.4884,0.5957,-0.2729,-0.6778,0.8231,-0.3572,-0.8608,0.936,-0.4877,-0.2431,1.0157,0.0954,-0.2243,1.5694,0.0653,-0.2259,1.9189,0.0533,-0.223,2.224,0.0772,-0.0295,0.9868,0.1098,-0.0648,1.2661,-0.219,-0.0881,0.8428,-0.334,-0.0768,0.688,-0.223,0.175,0.9183,0.0423,0.1441,1.1584,-0.2861,0.0993,0.7714,-0.3671,0.1096,0.6684,-0.2584,0.3795,0.8259,-0.0423,0.3324,1.0252,-0.2956,0.2477,0.7793,-0.3857,0.2637,0.7255,-0.3422,7
27,0,0,0,-0.2474,0.1249,-0.2864,-0.5086,0.4573,-0.3484,-0.7262,0.6843,-0.4264,-0.9471,0.8088,-0.532,-0.2259,1.0068,0.0421,-0.1236,1.6136,0.0286,-0.0871,2.0131,0.0385,-0.0506,2.3539,0.0612,-0.0077,0.9938,0.0787,-0.0037,1.3416,-0.2401,-0.0715,0.897,-0.3927,-0.0914,0.6694,-0.3113,0.2074,0.9271,0.0324,0.1935,1.2368,-0.3117,0.1138,0.8257,-0.4469,0.1031,0.6443,-0.348,0.4179,0.825,-0.0324,0.4001,1.0636,-0.2908,0.3148,0.7944,-0.4055,0.3179,0.6724,-0.3562,7
